safe_address,token,first_signup_of_avatar,most_recent_signup_of_avatar,avatar_hash
0x13504ca86a5dfeeff36f86aa2053db3cbb6905e5,0xce1da371ab7f1bdda103a7e490ecaaf1fff75709,13782016,13995025,01999f34cd680d8f0336c6ced0fe096974587a19f5abdd5f4ea1c25cfafb36ac
0xba8e801507a6b71bc178c401b85bb02314b9e830,0x2c31fd2ef1d2cef040d5a2b923cb024f46890792,13782016,13782016,01999f34cd680d8f0336c6ced0fe096974587a19f5abdd5f4ea1c25cfafb36ac
0x741683e7ede9da1c0a4fc5db763d6428bd965730,0x312ad438fafcac02711621ed728efac6061543c3,13782016,15705856,01999f34cd680d8f0336c6ced0fe096974587a19f5abdd5f4ea1c25cfafb36ac
0x9f334415cd304131c70179f2ddf4be32d6dd2ae9,0x3de9e3e35e9e0912ad8c3dcfe6de43424dcab303,13782016,15310832,01999f34cd680d8f0336c6ced0fe096974587a19f5abdd5f4ea1c25cfafb36ac
0x284be7f508c3d016e778cabd78bcfe627c346fb8,0x5dac3e26063b17e7e05bffbb405a1bfc23541f53,13666164,13698084,01a07f399262377712585a29c82ed5778f26e6df790f5dd25632d3fbda911349
0xde88440b9236f776cdddd7e0c3da9c186e14bbea,0x26b82fb946e0971031f9e7849228d9c6acdd2687,13666164,13666164,01a07f399262377712585a29c82ed5778f26e6df790f5dd25632d3fbda911349
0xac8bc84e0e0c10c2e0f93431bcae08fe0e672543,0x103f44a5b0e430571c9fcfb1fba57db2c6f8577f,13666164,15517690,01a07f399262377712585a29c82ed5778f26e6df790f5dd25632d3fbda911349
0xb57cc1453e2b58621b2ebe0a6af88960516bce89,0xbfc5ef1897775a8adcb906ced6f20ebb7074c498,12604593,12604593,01b0b60bd7481edf8f80f62e5b5fd276bc6a3ae74869e0237947c8412c230693
0x799c6d5b0900b10d36a6dd28eac9dbeeaef70a55,0x2c62eb794622a2068cd061276ce9c5fe31145556,12604593,12625301,01b0b60bd7481edf8f80f62e5b5fd276bc6a3ae74869e0237947c8412c230693
0x152d8e3777988730b8aac37659499fb091f0ef24,0x3716eecc0eb20593102f7050cd955f27d71ea4b9,14042629,14056300,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0xfbc1a324fc8f0327765fee0a4822230bdd77ebc8,0x4bef6e102ece7e1393ae70191cf51d2f90b45a44,14042629,14056274,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0x83c7908e17052579afff3079ec15c57d83d4a6f4,0x63ff005852879ecc7be537d4eccc950588554591,14042629,14056275,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0xd246b616adbef1695ce68f95212fc8a6cfa12955,0xf0fd45fee776013752c170198f9d4a297680002d,14042629,14042647,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0x64d972d71932fec373e35cf3a01739a445b399f5,0xc9780c1c3cd63b649d72edf130c7bfd88f6c91a3,14042629,14056301,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0xa0804387bd8da13106ad16725dfe57ced598f7a6,0xd899f89a3ad0b639158fbdbf37f447fc7f0499c3,14042629,14042629,01ef9bf61c728d70e59a449e9dd0b8a7075a5ea0f850ff5cd9d9baa193bb3939
0x23b42548f0ebc1f1f13932faac9228fa222feac7,0xee910f04d744d3ae658aff6f44eefd2bad40eb05,12872607,12872607,021156c74a07a1da17ed7cd0368876e5a5c1a0c36a3d93a93425bd095a19f1a8
0xd9102766f30b8c912deed6aa76d4133c47155aab,0x18bcb023081c92a14c05d658a65e90aca8a7f2e6,12872607,12873423,021156c74a07a1da17ed7cd0368876e5a5c1a0c36a3d93a93425bd095a19f1a8
0x84f9890944dc7fdc01d977338a0acf9bc3f23878,0x2b0f84c7ca073816fce3f0481ffae68668bc880c,14042822,14042822,025106b2782b7095cf34aa68a9e98acc46e99508a201fdda37e9059c1ec6b5e8
0x6e164b1ff6532e305f5635d3e1c9f753d7dac261,0xd49fdf9f9c2114865e21639e54cbf7d3c49ae569,14042822,14055908,025106b2782b7095cf34aa68a9e98acc46e99508a201fdda37e9059c1ec6b5e8
0x0b7d5eafba116b5827fe9e2f4233ee226d7777cb,0xdd5b6e607810262f0db50eafd93154ac023460ba,18772097,18772097,02a830ad59a57c2b689b2fcca549bd3c1014761cfc9c1790d74094695e7168f4
0xe35fa027313ea239fc256e880acf1b14e39a79d2,0x9d9b891d99a405e98c633846634819e1a138f5f2,18772097,18815078,02a830ad59a57c2b689b2fcca549bd3c1014761cfc9c1790d74094695e7168f4
0xb581940872d6fcce44229a837a83667ec2b189d9,0xed90bfbf01d17ae7cf9b4d119d5254a47d70e143,14085662,14085667,033f2656b709351ffa19a6189a538bb1b1a4419a414542f5d43c576f704a378a
0xf122f2fdae0e26bcf7a50733789dbc81d32813c1,0xddb18efa021f377700b7d0aa286584c537f307fa,14085662,14085662,033f2656b709351ffa19a6189a538bb1b1a4419a414542f5d43c576f704a378a
0x70ebd6e3f5c73d3a65d5b97ae8a73048cf4deeff,0x7e5aa8970ae9af1b3de94d1e2cd8a7ae3030628a,14109794,14109811,03dda5d92e11b5cc0235284f1d997cf67049b953661458ee2eb34ec09a231317
0x4ecbf14e88e00b30122fdab6b540cc2a087e5436,0x0742ece09d742e92bc6d4c75be1afc972134e42b,14109794,14109794,03dda5d92e11b5cc0235284f1d997cf67049b953661458ee2eb34ec09a231317
0x05323aed8d0441d88a9fb414b76b404e7716900c,0x7e707d847e140d2b14d4d6fb3b60b15df551da4b,14109794,14109820,03dda5d92e11b5cc0235284f1d997cf67049b953661458ee2eb34ec09a231317
0x85d0e1fe437c1f945f2be76b7d61ba2f268173a7,0x5df3489d1e598ad9e40a46440dc5cb613538ca04,18566533,18569633,04010d24d97208acedfb8d98af47fa944b0e4797c4871f629a4d2539408f70cf
0x9f7feef8df437be8e3d99965b39f1ba8f1f92694,,18566533,18566533,04010d24d97208acedfb8d98af47fa944b0e4797c4871f629a4d2539408f70cf
0x6d631077138770c0ab4dced54a6acadfc7280ae6,0x429bb5b92157a3a20e551b261c3b37e5cdd99497,18727492,18727492,042b5e0bd518458419523ee449cd9054da7c83d559a2f2528414d4df5d85a691
0x4527017a282883b1e53051f0ef88ce41cbf8120a,0xd7f14a5baff78775747e36051b65b51bdd12f739,18727492,18727513,042b5e0bd518458419523ee449cd9054da7c83d559a2f2528414d4df5d85a691
0xc29ed0e92379450281a651b8d6696f25d286e9cd,0x568034a55ee0a393e5e862b10f3aac5d14d145b7,18727492,18727498,042b5e0bd518458419523ee449cd9054da7c83d559a2f2528414d4df5d85a691
0xb1c37ac58f72e6624555bcff52e1cf3d3a36956b,0xfa225f6db95283bb280a1013f26a5b48e6785c3a,14038804,14038804,044811fbf740412c5550f70e1fbd26efac2b231e650519c36ec7cadcf251de7e
0x855f4bf4edf03eea057e9946442b657ca9244c27,0x86a9f0498ce56aeca3f9414668f42ed6b8502841,14038804,14038804,044811fbf740412c5550f70e1fbd26efac2b231e650519c36ec7cadcf251de7e
0xd18f9a25ee99e89857d1b733408d28b88e2e9a2f,0xff067d1fb87b0f8c288d16db704a154580bd21be,18759922,18789856,06073ec38a6d04620c04b344ba72a0318fe5bac756298f5d9785715d6b94f1aa
0x9c3f2d1b7ca51e3928f3bacf9cb0045ecf82e601,0x4f018e21a56672bd2fe74135175a0e26327f4a35,18759922,18759922,06073ec38a6d04620c04b344ba72a0318fe5bac756298f5d9785715d6b94f1aa
0xa9ff2074de7e43c30f16e6aaf166ba3bf19472cf,0x76e8e3582e2f5eee09a4448b9cddbf4a0e835bc9,18789983,18789983,07098b09a7e5563fc5cb10b072e80de33035a563124370db3bfcc9c229bf29b3
0x24116d29d83830638324602c30aa43293b3f5769,0xa32c6acdb384e615d29607535a0a3a1f11f4f8fa,18789983,18790433,07098b09a7e5563fc5cb10b072e80de33035a563124370db3bfcc9c229bf29b3
0x94e82b6e2a18a0a6ba55bc95aa8a0d079eb50fb4,0x2b7386f64ef7c57ccc6c61650894eb8ba2f53515,14057169,14057170,0710dfcf88f6f509065ae4307988984bde16f69a330e1506a7c151b34a596c46
0xaffb0c5f4d55a953bbfbea215876fb7522f21ecb,0xc5ade9eef463d686ee509c9123b66777a25802b3,14057169,14057169,0710dfcf88f6f509065ae4307988984bde16f69a330e1506a7c151b34a596c46
0x9fb5404765550498248af2a96d1b0c7d081c3c05,0xb1246f7206eec32616e36926d7cc8a68b9de0aa3,13706263,13706263,076bc343ad795f21024ab1d034e682b9932986dc59039c9aa161928c8a0043b2
0x64bbb6d86110189815b021fbdcecfb1e59df13a7,,13706263,17220580,076bc343ad795f21024ab1d034e682b9932986dc59039c9aa161928c8a0043b2
0x63d3ed35d70b9f85f29fb403c9c0f378f7256dbc,0xaeff7a62b0f2e056ddee4862acd0ffb9b64cf76b,14076707,14076708,079edaccb2424f35d17e093987a7f8f3d1581e2404ecc20871f1956d330d64e6
0x3fd6ad8a8c486f2bfd9f3fa71e8a76678fe0c770,0x4ace7a86c95656f3f996835f341f405b813ab00f,14076707,14076707,079edaccb2424f35d17e093987a7f8f3d1581e2404ecc20871f1956d330d64e6
0x5b842ac0c61b8e5c2983ab13566eeb8c791b49c3,0xb3d45c37d63c2de4392268e037c9b2254a15aaae,28205792,28205792,090d936cfa703eb67e7079866d649f5b9869d1dba5777baad3e2f01f921a5eb4
0x9593daf7ae388c4f25dd405f7749e57aecb0ff58,0x6db58f775c93e80d21ae20163924a9703f7834d4,28205792,28218401,090d936cfa703eb67e7079866d649f5b9869d1dba5777baad3e2f01f921a5eb4
0x660c097a268224442a95eb2ecd222720c06c2579,0x6707f810287bee207266f0e9d5b95263baa6744b,14073170,14073171,0a352d03c11c341caf2b618d93528af4bcc4a50b6860377919ca1fe8aff62504
0x29c8abd668529f2c1befe4e4dd26ebca6beaa1b3,0x4c29d7d5cbff112730d0a772c318aa2a3014ea35,14073170,14073170,0a352d03c11c341caf2b618d93528af4bcc4a50b6860377919ca1fe8aff62504
0xb44187d713effd04a1cbca7d22c1b7df7733c82d,0xd90c0c3fc66f25ba502e61424c0296df2feff8ab,13525644,13525644,0a6c33829d92a67c613768d6d0ea13a5e6bfd20bcd9b4c7aeb3e86fb408eac3c
0x552f871ec844e8c984f54bfe0db8397680e9fe3e,0x0c30e25847133f3362d9ea93386f9e913d52c618,13525644,15705123,0a6c33829d92a67c613768d6d0ea13a5e6bfd20bcd9b4c7aeb3e86fb408eac3c
0x2161b019b7caae6a50d5ea52092be0c48d1f8864,0x56523e6c5f999076d6a0a0323e9cf3850424be5e,14076420,14092175,0b1ccd43eac62bea8dc921961a6e3cfe0b7249f4dd77677e5a6a4bdde9e6693b
0x76e00769a855358291b0675648194fd07f9824d4,0x6f640b0341f8107d7de634daa01b19508146ab1b,14076420,14076420,0b1ccd43eac62bea8dc921961a6e3cfe0b7249f4dd77677e5a6a4bdde9e6693b
0x923b510bea8ff568ff4d520c2f8c64d0a18d6c50,0x7989de309277d0606997274566d29188362219c8,12904036,13049529,0b23d1178255d64aec06b21801ba7e46f746e2dcfcb8d00dabd822976b671fe6
0x52cf9b7d56694735a989b06b06d4e91a31cfd7b2,0xe1a23430bbf08716f1ae529abb04044326237f71,12904036,12904036,0b23d1178255d64aec06b21801ba7e46f746e2dcfcb8d00dabd822976b671fe6
0x3353b52a9ed53ef39c205ae760a173bb4a514688,0x15844aba6d24a55c72d93fd508adc7bc2609c2b5,14040709,14040709,0b282f9e9e0920a7f32dc8d9e16d3b0706e8af1ebec551a1e54ffe7cea71a8ef
0x5e5a62197d654b33391de384d0021bccb0aad49b,0x236cf1b4821586a529513430981f21505a27612a,14040709,14040725,0b282f9e9e0920a7f32dc8d9e16d3b0706e8af1ebec551a1e54ffe7cea71a8ef
0xc5048c91e9d276bb377a81ee0c4bea4d870d4135,0xd7571cbae4a36c21128fee1b7559a69bec9ad258,14040709,14040713,0b282f9e9e0920a7f32dc8d9e16d3b0706e8af1ebec551a1e54ffe7cea71a8ef
0x80da072baf342f109ea3600e0aca5209b9edccf9,0xdc280d8f0c4b1710f7c375343392ae95ca5c7493,18663928,18663928,0b40c7403dd17554a1975af26303e5f4289d08492036eabea8a7751427488ed6
0x91e3fde57096514e231ed46164612a35c34476e3,0x32aab4284b0e6a477cefee94c99c5e7d3d8d1035,18663928,18663943,0b40c7403dd17554a1975af26303e5f4289d08492036eabea8a7751427488ed6
0xb548dd0a9b054242f6712ce9036c330e97aa6899,0xe91a3686b8cc6cf81ca55018f28b758d7e6ae71e,12640788,13251330,0b611c402cafafd88b75a67e441353d53f119e9812361be7c09d1f034cfd2223
0xad83486e42190f663a3854f4ce19b60428fbc6d9,0xd23735270681a0894704b06373e9ba48faea9856,12640788,13234800,0b611c402cafafd88b75a67e441353d53f119e9812361be7c09d1f034cfd2223
0x8e66a4636da131ba135980eab9416608a2d3eb18,0x00331226e8afe3e90898217443172ad8600a3e94,12640788,12640788,0b611c402cafafd88b75a67e441353d53f119e9812361be7c09d1f034cfd2223
0xe9d7d97bb670a4c678c2ad0336a21463924efb4c,0xc87ed4966601cf4c53f71ab7b3645de561ca899f,12640788,14280494,0b611c402cafafd88b75a67e441353d53f119e9812361be7c09d1f034cfd2223
0x05cc233d68de3dbb44904bd0f84287440ec97425,0x923aedd322936590127e5856100aca8a80c91165,12640788,13251351,0b611c402cafafd88b75a67e441353d53f119e9812361be7c09d1f034cfd2223
0x13580ca697cc8bdcc09136fac4b6385e4e7b60b4,0x07a25e0804e27c7e419cac8af9b68b42a3485af3,18626830,18734379,0c574f833c51805dbaf2e984ab3a34bc2b597defc71eb4dad77127f3475abebc
0x50fe4fc51ec645f43705862229baaf6ee4813650,0xaccf7600d20390af80ed202e2dda2a6864a6e289,18626830,18742497,0c574f833c51805dbaf2e984ab3a34bc2b597defc71eb4dad77127f3475abebc
0x3c56618aecb6585218e7b4c92d82710c3314d913,0x0d4343c209ce3e8a066c2ecaa88e68839e330797,18626830,18626830,0c574f833c51805dbaf2e984ab3a34bc2b597defc71eb4dad77127f3475abebc
0x9c3425b7009d9237914644b6006557b428ff3594,0x8b253e41ad0a6d4fc1addb71a690d9a6fc6130e2,14025252,14025252,0caecbf24a8664788a16f6db41c76e4c5c109b2b529c37e3b2d067eb5370d3ad
0x74508e0763c387b7989b68ea782f3cb43dd040ee,0xab9839cea8f8d718c56763464d9a62ae4ea273e0,14025252,14025262,0caecbf24a8664788a16f6db41c76e4c5c109b2b529c37e3b2d067eb5370d3ad
0x804c1f99f0b233a261c93c18f7058f6e4b47d879,0x40126a87e23023084466f0515b2562477d42dbcd,18323716,18323716,0cd1e7bee936cbd1ea6fe0b3de44879a718ab12bb9548e5c1adc3be9aa464592
0xe04b987316b13d08e3eb5eb97592d45fc89041c3,0x77292d9e9d8417adf89c57c80580385248b47d50,18323716,18662176,0cd1e7bee936cbd1ea6fe0b3de44879a718ab12bb9548e5c1adc3be9aa464592
0x7555501aedb15a5498230e286ec3d71292f75d7b,0x87577b1cd5b6f6131f56979ffa5c2980b4c25e31,18323716,18495564,0cd1e7bee936cbd1ea6fe0b3de44879a718ab12bb9548e5c1adc3be9aa464592
0x50ef889afe5a996f5414db22458a1f6db462fbeb,0x5b7be8b6290d7ebbdd87ca5746697bb2ed796ecb,13725379,15310283,0cdc899e3db909cb71cdd9eb7eeb333cbdd25a479bf1857eed03d1b6854533cd
0x59f55a4ccd3a4022b3c0555db00bf3639e83543b,0xc678254bb8af47d1274306e852d98e5995a45da2,13725379,15517644,0cdc899e3db909cb71cdd9eb7eeb333cbdd25a479bf1857eed03d1b6854533cd
0xfd70f322d1d2d237ddbab68c9631e86e6c63bd20,0x665d7e2c608ba783b196de850c3f54f074e0f36d,13725379,15705797,0cdc899e3db909cb71cdd9eb7eeb333cbdd25a479bf1857eed03d1b6854533cd
0x846407ae1251f3f51a361a7ec1e7a32e9e9fb223,0x8a716ab6517934a77322589ae48bb525a028e2e0,13725379,13725379,0cdc899e3db909cb71cdd9eb7eeb333cbdd25a479bf1857eed03d1b6854533cd
0x85343a8ef2d23eec81da716e853c54579958d253,0x21e1d1907378f65ca122fd0b3f136df04a501002,13725379,13782016,0cdc899e3db909cb71cdd9eb7eeb333cbdd25a479bf1857eed03d1b6854533cd
0x4ed9cf9e1fe69e2d68b36036074a081fcfb89f50,,18603315,18604192,0d67cd37ce589482e42ce09a089a67801953d7573bbbe5028016bc80153baeb1
0xd6949ca149aecf9d7b2694f1f504de586873e10e,0x23d7135baf94f77496aacbf18b4bd776e626e092,18603315,18603315,0d67cd37ce589482e42ce09a089a67801953d7573bbbe5028016bc80153baeb1
0x342ea6aaa4b024994429bef80e2dcd2528c564bd,0xfa1b6ceab7255d8e541bb86e6aef23093bacde1f,14057112,14057141,0d7beebc3e13a2c8951d5959754061c50432af25b58827b2ee4ab25509b53cd6
0x67f480a5c222deb8b3e04c44262655c73f8f382c,0x40375fd0fa9727ba0451b584128540087065f36f,14057112,14057142,0d7beebc3e13a2c8951d5959754061c50432af25b58827b2ee4ab25509b53cd6
0xaa39bd0085eb51fe5889de471fbfba4424244776,0x2bff96d0d9186492418aec33dbf9f5b5a48ce2ba,14057112,14057112,0d7beebc3e13a2c8951d5959754061c50432af25b58827b2ee4ab25509b53cd6
0x1551dfc2da7f13b0d42e062060b27623541a143c,0xc8f08b76227b495288a287ae93875f5ff69eb01d,12880932,12881611,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x5ef1b06febdcea67a47dfb2a32e10a8c97373b0c,0x810907b0b7c96217fffeb611a231350b7f9e723f,12880932,12884015,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x4ed394cfa680de13a8ad8af4ebab06926b094f85,0x27dca949676469cb0ee4241841253e2fe810d59e,12880932,12886158,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x1d81b1610056bf6d6b7f74c020e18b8556cf110e,0x80b036d4af965980802b918ac73d16415501e66e,12880932,12882715,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x71eba2b7e4bac1e0d6c71849597c814ef35338be,0x899d1378e747c9771fb785ca52eef5695c505ac5,12880932,12886493,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xd2d23885b085744a7bc4385592edeba96906f89f,0x0dc08cb8ddbe926be10c53024181480f0ba9e931,12880932,12886319,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x493845ee5ef4596c320ee6d86b5eb90fe3923a26,0x8a6b87ba4fbea45868780d0e17547f2ad3d56f8b,12880932,12882997,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x116663fd47873a2f7ad23749037b846e0bc31f43,0xb8346372833dc2643caaeb04f85f5d6e04bdd9b9,12880932,12886963,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x4aca95855747a782cfe0c279023116ac45642b54,0xd03819c68dab1c6307446801deb297166edae250,12880932,12887163,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x73aa191dcfabf85c36f9201372cc5bf9744d0cf1,0xee24e4cdbdcfd060208022e7a19154f130354b04,12880932,12888518,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xef271d905c3f2034fd5b4e2f71fa6b0e2ca6913d,0x7d1daf09b20cb59261a2a537a31a664ced36cbf1,12880932,12881196,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x8525ec7175b4c855f9f7d2a0b8412e0ca3a14b9b,0xd9366bcad416111554078e5e4fc68062f0c5eda4,12880932,12880932,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x3eb9f33efa3c41d15c6367bd32be94a7fca2eb7d,0xc587b611a4d8545b9434cbfdc0372c794dd4bf42,12880932,12890334,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xf86ed8ee72c111396e132b5f6af7a602f7156b3c,0x23dffc577090ed88ff54a434f18e9297d3021ca9,12880932,12883552,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xb66753395adb7e1fe6905f51d3e8dd8e79bbb4c4,0x1393d9586e482d23644219cc1874c06f00f2ba7b,12880932,12883546,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x9cd60d6ee412455c4dc88483382ecc896032e887,0x3e1a31477d910c390573c798d5c0ff28540eaf45,12880932,12882854,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xa627e848b7285b69c2f0d743a636399f2ee09acf,0x2c45f69236e5c4956ea88c3e4d422266cc4379f6,12880932,12896110,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xb648368755144454edd3a6271f1e82b46296f069,0xd63dc116128c179a9db92e1168bcc721bf13e449,12880932,12896608,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x13ca3abec7bbeb68b48932915b3cc6ebcad9a006,0x73b9d55b8fb61b0186eecf1cdd0bae9506b6ae9f,12880932,12896584,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x87d583388192863316f6c71f60142f10efce979c,0xbf17e82e68661bac1a97f188e3b8e12eb9a43d6b,12880932,12896542,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x240f0a91c25fdd9f6090129ac9c93fb2b8696026,0xde9634f6d74579ca126333082e09f75a2fb7f95b,12880932,12896240,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xe815ac17d585f47fad9fd14ce66d809fad3e62fa,0xa08ce7d1fd166109178b31583bf1d0b35dfe87db,12880932,12896464,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xd098d3796985f9aeb0368450cfc35a2e008800a4,0x5b050dbf7793e7d814c526ab3e03c8f6fb063e1b,12880932,12896235,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x7f6c687b0bfc2f45f0e328937881446f091ca640,0x51f7d9291a3bca1c8ec04e2ab7dae8d14a306bd1,12880932,12897005,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xa7a17ac12f78663c689beab54a8952f623dbc1b2,0x3c0a9593ddbf2b5d0ab5ff19ff7c85585bcf9753,12880932,12896991,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xcfd9c1d4d8f84f4d3f2ea0a59d57f67dffbf8896,0x561bba29c508d9bbf86ec7581e185f1bce0c6c17,12880932,12898785,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0x9bc16ab4fd716456f438bac74cdb734a5e1ad9a1,0x782df775939f9d6d8c04080405028e3f7f1baedc,12880932,12898650,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xc90aea776ab0075cc457050bd3cfc8605d4f4a8f,0x431de2cc57e2533d3a7da3c905e0d818a5f9fa51,12880932,12898427,0dcb6aad4f1fcea49f81065833e9b925b56c4ca922f55f20dcc5de8bb509d9a9
0xa44b56682a3230968e1fd16a6f2d2de713bdefba,,18552377,18552463,0eab4bebf627ff4c8a20ee89ba3b62748afed693b7f1e3c2b071f09456bcdd5f
0xf9c1cfde41cc32e6de687df5587e5d35f6e1d869,0xbb97eda8aa47b7534af296b8ab1905709973c574,18552377,18552377,0eab4bebf627ff4c8a20ee89ba3b62748afed693b7f1e3c2b071f09456bcdd5f
0x15a1287f775b60d97d4eb1c0ed133b2d403de9cc,0xfca3a85cb3c15dfc57a5ff51dc44a1e08a65956d,12659793,12692327,0f343354163e09aecab4048664de724a6e7a7bc772412e156f6b309615b7a9d7
0xf846ab0834163365e0c708f5d68e823307e341bf,0xe05ed0bafa52823224a99738cfff530dc2f0490f,12659793,12659793,0f343354163e09aecab4048664de724a6e7a7bc772412e156f6b309615b7a9d7
0x0c8a7cfbbe5a954a1b214315c96decca0c17fb53,0x5f73d3cbf43efcad34c3c600bc8472c757f50fbb,14105830,14105847,0fc7f8e9294ba8677ce10e3e9b0d32aa0f5d794dbc4467ecf9c06665c7b1a572
0x969cfd8f58ec19d1a0786c027e8afbfabffa4388,0x02ff3e989396db89b3f860bc2fbe2b7485b67f24,14105830,14105830,0fc7f8e9294ba8677ce10e3e9b0d32aa0f5d794dbc4467ecf9c06665c7b1a572
0x97851930c0be110a54d864071c16a650f6e8efff,0x530c1059db7dc6f621e326cd7e17a94966833530,14105830,14105871,0fc7f8e9294ba8677ce10e3e9b0d32aa0f5d794dbc4467ecf9c06665c7b1a572
0xc056741d985555961f9558ae4a931f5685533d8a,0xb84ad4cbbd4c2f5541f8324a5e81c41f899b2e89,14105830,14105875,0fc7f8e9294ba8677ce10e3e9b0d32aa0f5d794dbc4467ecf9c06665c7b1a572
